index_id,battery,camera,display,memory,name_a,price,processor,rating,reviews,warranty
462,3010 mAh Battery,20MP + 12MP | 20MP Front Camera,15.21 cm (5.99 inch) Full HD+ Display,4 GB RAM | 64 GB ROM,"Mi A2 (Gold, 64 GB)",10599,Qualcomm Snapdragon 660 AIE Processor,4.2,"2,835 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Battery and Accessories
463,5000 mAh Battery,13MP + 5MP | 8MP Front Camera,15.21 cm (5.99 inch) Full HD+ Display,4 GB RAM | 64 GB ROM | Expandable Upto 2 TB,"Asus Zenfone Max Pro M1 (Blue, 64 GB)",8999,Qualcomm Snapdragon 636 Octa Core Processor,4.3,"37,210 Reviews",Brand Warranty of 1 Year Available for Handset and 6 Months for Accessories
464,2400 mAh Battery,8MP Rear Camera,13.84 cm (5.45 inch) Full HD Display,2 GB RAM | 32 GB ROM,"ITEL A46 (FIERY RED, 32 GB)",4699,1 Year,4.1,46 Reviews,
465,3600 mAh Battery,16MP + 2MP | 25MP Front Camera,16.28 cm (6.41 inch) Display,6 GB RAM | 64 GB ROM | Expandable Upto 256 GB,"OPPO K1 (Astral Blue, 64 GB)",13990,Qualcomm Snapdragon 660 Octa Core 1.95 GHz Processor,4.3,107 Reviews,AMOLED Display
466,3100 mAh Lithium Polymer Battery,8MP Rear Camera | 5MP Front Camera,13.84 cm (5.45 inch) HD+ Display,2 GB RAM | 16 GB ROM | Expandable Upto 128 GB,"Lava Z61 Pro (Champagne Gold, 16 GB)",6499,Unisoc Octa Core Processor,4.1,31 Reviews,1 Year Handset Warranty and 6 Months Warranty on Accessories
467,3520 mAh Battery,13MP Rear Camera | 8MP Front Camera,14.5 cm (5.71 inch) HD+ Display,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,"Gionee F9 (Blue, 32 GB)",5499,1 Year Manafacturer Warranty,4.1,969 Reviews,
468,3520 mAh Battery,13MP Rear Camera | 8MP Front Camera,14.5 cm (5.71 inch) HD+ Display,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,"Gionee F9 (Black, 32 GB)",5499,1 Year Manafacturer Warranty,4.1,969 Reviews,
469,3340 mAh Battery,16MP + 2MP | 13MP + 2MP Dual Front Camera,14.99 cm (5.9 inch) Full HD+ Display,4 GB RAM | 64 GB ROM | Expandable Upto 128 GB,"Honor 9i (Graphite Black, 64 GB)",19999,Huawei Kirin 659 Octa Core Clocked up to 2.36 GHz Processor,4.3,"10,408 Reviews","12 Months on handset, 6 Months on battery , 6 Months on charger & 3 Months on data cable"
470,5000 mAh Battery,13MP + 5MP | 8MP Front Camera,15.21 cm (5.99 inch) Full HD+ Display,4 GB RAM | 64 GB ROM | Expandable Upto 2 TB,"Asus Zenfone Max Pro M1 (Black, 64 GB)",8999,Qualcomm Snapdragon 636 Octa Core Processor,4.3,"37,210 Reviews",Brand Warranty of 1 Year Available for Handset and 6 Months for Accessories
471,3020 mAh Battery,5MP Rear Camera | 2MP Front Camera,12.7 cm (5 inch) HD Display,1 GB RAM | 16 GB ROM | Expandable Upto 32 GB,"Itel A25 (Gradation Purple, 16 GB)",3790,Cortex A53 architecture (Quad core) Processor,4.5,3 Reviews,100 Days replacement with 1 year warranty for handset and 6 months warranty for accessories(T&C Apply).
472,3020 mAh Battery,5MP Rear Camera | 2MP Front Camera,12.7 cm (5 inch) HD Display,1 GB RAM | 16 GB ROM | Expandable Upto 32 GB,"Itel A25 (Gradation Blue, 16 GB)",3750,Cortex A53 architecture (Quad core) Processor,4.5,3 Reviews,100 Days replacement with 1 year warranty for handset and 6 months warranty for accessories(T&C Apply).
473,3020 mAh Battery,5MP Rear Camera | 2MP Front Camera,12.7 cm (5 inch) HD Display,1 GB RAM | 16 GB ROM | Expandable Upto 32 GB,"Itel A25 (Gradation Sea Blue, 16 GB)",3999,Cortex A53 architecture (Quad core) Processor,4.5,3 Reviews,100 Days replacement with 1 year warranty for handset and 6 months warranty for accessories(T&C Apply).
474,1300 mAh Li-Ion Battery,2MP Rear Camera,8.89 cm (3.5 inch) HVGA Display,512 MB RAM | 4 GB ROM | Expandable Upto 32 GB,"Karbonn A52 plus (White and Silver, 4 GB)",2741,MTK Processor,3.6,555 Reviews,1 Year for Mobile & 6 Months for Accessories
475,4000 mAh Battery,48MP + 5MP | 13MP Front Camera,16.0 cm (6.3 inch) Full HD+ Display,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,"Redmi Note 7S (Sapphire Blue, 64 GB)",11999,Qualcomm Snapdragon 660 AIE Processor,4.4,"33,528 Reviews",Splash Proof - Protected by P2i
476,4045 mAh Battery,16MP + 5MP | 25MP Front Camera,16.0 cm (6.3 inch) Full HD+ Display,6 GB RAM | 64 GB ROM | Expandable Upto 256 GB,"Realme 3 Pro (Nitro Blue, 64 GB)",15999,Qualcomm Snapdragon 710 Octa Core 2.2 GHz AIE Processor,4.5,"14,473 Reviews",Dual Nano SIM Slot and Memory Card Slot
477,4045 mAh Battery,16MP + 5MP | 25MP Front Camera,16.0 cm (6.3 inch) Full HD+ Display,6 GB RAM | 128 GB ROM | Expandable Upto 256 GB,"Realme 3 Pro (Carbon Grey, 128 GB)",16999,Qualcomm Snapdragon 710 Octa Core 2.2 GHz AIE Processor,4.5,"14,473 Reviews",Dual Nano SIM Slot and Memory Card Slot
478,4045 mAh Battery,16MP + 5MP | 25MP Front Camera,16.0 cm (6.3 inch) Full HD+ Display,6 GB RAM | 128 GB ROM | Expandable Upto 256 GB,"Realme 3 Pro (Nitro Blue, 128 GB)",16999,Qualcomm Snapdragon 710 Octa Core 2.2 GHz AIE Processor,4.5,"14,473 Reviews",Dual Nano SIM Slot and Memory Card Slot
479,3500 mAh Battery,12MP + 12MP | 8MP Front Camera,15.75 cm (6.2 inch) Quad HD+ Display,6 GB RAM | 64 GB ROM | Expandable Upto 400 GB,"Samsung Galaxy S9 Plus (Midnight Black, 64 GB)",30999,Exynos 9810 Processor,4.5,"3,625 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
480,3080 mAh Li Polymer Battery,12MP + 5MP | 16MP Front Camera,15.21 cm (5.99 inch) HD+ Display,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,"Redmi Y2 (Blue, 32 GB)",10285,Qualcomm Snapdragon 625 Processor,4.5,"7,978 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
481,4030 mAh Battery,48MP + 8MP + 2MP | 32MP Front Camera,15.46 cm (6.088 inch) HD+ Display,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,"Mi A3 (Not just Blue, 64 GB)",12999,Qualcomm Snapdragon 665 Processor,4.3,"2,994 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
482,4000 mAh Lithium-ion Battery,25MP + 5MP + 8MP | 25MP Front Camera,16.26 cm (6.4 inch) Full HD+ Display,6 GB RAM | 64 GB ROM | Expandable Upto 512 GB,"Samsung Galaxy A50 (White, 64 GB)",18999,Exynos 9610 Processor,4.4,960 Reviews,Super AMOLED Display
483,4000 mAh Battery,5MP Rear Camera,12.7 cm (5 inch) Full HD Display,1 GB RAM | 8 GB ROM | Expandable Upto 128 GB,"Kenxinda P8 (Gold, 8 GB)",3199,ARM Mali T400 Processor,3.4,34 Reviews,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
484,3700 mAh Battery,12MP + 20MP | 25MP Front Camera,16.26 cm (6.4 inch) Display,8 GB RAM | 128 GB ROM,"OPPO R17 Pro (Radiant Mist, 128 GB)",31590,SDM710 Processor,4.1,76 Reviews,Brand Warranty of 1 Year Available for Mobile and 6 Months for Battery and Accessories
485,3700 mAh Battery,12MP + 20MP | 25MP Front Camera,16.26 cm (6.4 inch) Display,8 GB RAM | 128 GB ROM,"OPPO R17 Pro (Emerald Green, 128 GB)",31590,SDM710 Processor,4.1,76 Reviews,Brand Warranty of 1 Year Available for Mobile and 6 Months for Battery and Accessories
486,4000 mAh Lithium-ion Battery,13MP + 2MP | 8MP Front Camera,15.75 cm (6.2 inch) HD+ Display,2 GB RAM | 32 GB ROM | Expandable Upto 512 GB,"Samsung Galaxy A10s (Green, 32 GB)",8980,MediaTek MT6762 Processor,4.3,165 Reviews,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
487,3500 mAh Battery,13MP Rear Camera,15.24 cm (6 inch) Display,3 GB RAM | 32 GB ROM,"Nokia 3.1 Plus (Charcoal, 32 GB)",7088,Mediatek MT6762 Helio P22 Processor,4.2,457 Reviews,1 Year Warranty
488,3050 mAh Battery,13MP + 0.3MP | 8MP Front Camera,13.97 cm (5.5 inch) HD+ Display,3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,"Tecno Camon i ACE 2x (Champagne Gold, 32 GB)",6399,1 Year Brand Warranty,4.1,96 Reviews,
489,4000 mAh Li-polymer Battery,12MP + 5MP | 20MP Front Camera,15.7 cm (6.18 inch) Full HD+ Display,6 GB RAM | 128 GB ROM | Expandable Upto 256 GB,"POCO F1 (Steel Blue, 128 GB)",18999,Qualcomm Snapdragon 845 Processor,4.5,"29,900 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
490,3100 mAh Li-Polymer Battery,13MP Rear Camera | 5MP Front Camera,13.97 cm (5.5 inch) HD Display,3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,"Gionee P7 Max (Gold, 32 GB)",5999,Mediatek MT6595 Octa Core 2.2GHz Processor,3.9,"1,158 Reviews",Brand Warranty of 1 Year Available for Mobile
491,2500 mAh Battery,5MP Rear Camera,13.84 cm (5.45 inch) Display,2 GB RAM | 16 GB ROM,"Coolpad Mega 5C (Grey, 16 GB)",5450,1 Year,3.5,6 Reviews,
492,4000 mAh Lithium-ion Battery,48MP + 12MP + 5MP + 5MP | 32MP Front Camera,16.26 cm (6.4 inch) Full HD+ Display,6 GB RAM | 128 GB ROM | Expandable Upto 512 GB,"Samsung Galaxy A51 (Prism Crush White, 128 GB)",23999,Exynos 9611 Processor,4.4,565 Reviews,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
493,2670 mAh Lithium-polymer Battery,8MP Rear Camera | 5MP Front Camera,13.84 cm (5.45 inch) HD+ Display,2 GB RAM | 16 GB ROM | Expandable Upto 256 GB,"Gionee F205 (Black and Gold, 16 GB)",3999,MediaTek MT6739 Processor,4,489 Reviews,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
494,2670 mAh Lithium-polymer Battery,8MP Rear Camera | 5MP Front Camera,13.84 cm (5.45 inch) HD+ Display,2 GB RAM | 16 GB ROM | Expandable Upto 256 GB,"Gionee F205 (Black, 16 GB)",3999,MediaTek MT6739 Processor,4,489 Reviews,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
495,3000 mAh Battery,12.2MP Rear Camera | 8MP Front Camera,14.22 cm (5.6 inch) Full HD+ Display,4 GB RAM | 64 GB ROM,"Google Pixel 3a (Clearly White, 64 GB)",30999,Qualcomm Snapdragon 670 Processor,4.5,934 Reviews,eSIM Compatible
496,4020 mAh Battery,48MP + 5MP | 16MP Front Camera,16.59 cm (6.53 inch) Display,6 GB RAM | 128 GB ROM | Expandable Upto 256 GB,"OPPO F11 (Fluorite Purple, 128 GB)",15990,MTK MT6771V (P70) Processor,4.4,341 Reviews,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
497,3500 mAh Battery,16MP + 5MP + 8MP | 8MP Front Camera,16.0 cm (6.3 inch) Full HD+ Display,4 GB RAM | 64 GB ROM,"Nokia 6.2 (Ice, 64 GB)",13390,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,4.2,30 Reviews,
498,2500 mAh Li-ion Battery,5MP Rear Camera | 2MP Front Camera,12.7 cm (5 inch) Display,1 GB RAM | 16 GB ROM | Expandable Upto 128 GB,"Lava Z41 (Midnight Blue, 16 GB)",3690,UniSoC SC9832E Processor,4,14 Reviews,Brand Warranty of 1 Year Available for Mobile and 6 Months for Battery and Accessories
499,2000 mAh Battery,8MP Rear Camera,12.7 cm (5 inch) Display,1 GB RAM | 8 GB ROM,"Alcatel 1 (Metallic Blue, 8 GB)",4999,18 Months,3.2,3 Reviews,
500,2000 mAh Battery,8MP Rear Camera,12.7 cm (5 inch) Display,1 GB RAM | 8 GB ROM,"Alcatel 1 (Metallic Black, 8 GB)",4999,18 Months,3.2,3 Reviews,
501,3500 mAh Li-ion Battery,16MP + 2MP | 16MP Front Camera,16.0 cm (6.3 inch) Full HD+ Display,8 GB RAM | 128 GB ROM | Expandable Upto 256 GB,"Realme 2 Pro (Black Sea, 128 GB)",15490,Qualcomm Snapdragon 660 Octa Core 1.95GHz AIE Processor,4.5,"4,727 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
502,3080 mAh Li Polymer Battery,12MP + 5MP | 16MP Front Camera,15.21 cm (5.99 inch) HD+ Display,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,"Redmi Y2 (Black, 32 GB)",10390,Qualcomm Snapdragon 625 Processor,4.5,"7,978 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
503,4500 mAh Lithium-ion Battery,108MP + 12MP + 12MP | 10MP Front Camera,17.53 cm (6.9 inch) Quad HD+ Display,12 GB RAM | 256 GB ROM | Expandable Upto 1 TB,"Samsung Galaxy Note 20 Ultra 5G (Mystic Black, 256 GB)",104999,Exynos Octa Core Processor,,,1 Year Warranty Provided by the Manufacturer from Date of Purchase
504,4300 mAh Lithium-ion Battery,64MP + 12MP + 12MP | 10MP Front Camera,17.02 cm (6.7 inch) Full HD+ Display,8 GB RAM | 256 GB ROM,"Samsung Galaxy Note 20 (Mystic Bronze, 256 GB)",77999,Exynos Octa Core Processor,,,1 Year Warranty Provided by the Manufacturer from Date of Purchase
505,4030 mAh Battery,48MP + 8MP + 2MP | 32MP Front Camera,15.44 cm (6.08 inch) HD+ Display,6 GB RAM | 128 GB ROM | Expandable Upto 256 GB,"Mi A3 (Kind of Grey, 128 GB)",14999,Qualcomm Snapdragon 665 Processor,4.2,"1,136 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
506,3000 mAh Li-ion Battery,16MP + 16MP | 8MP Front Camera,15.49 cm (6.1 inch) Quad HD+ Display,6 GB RAM | 128 GB ROM | Expandable Upto 2 TB,"LG G7+ ThinQ (Platinum, 128 GB)",20999,Qualcomm Snapdragon 845 Processor,4.4,878 Reviews,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
507,4000 mAh Battery,48MP + 8MP | 13MP Front Camera,16.0 cm (6.3 inch) Full HD+ Display,4 GB RAM | 64 GB ROM,"Redmi Note 8 (Neptune Blue, 64 GB)",14499,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,4.4,"1,243 Reviews",
508,5000 mAh Battery,13MP + 5MP | 8MP Front Camera,15.21 cm (5.99 inch) Full HD+ Display,3 GB RAM | 32 GB ROM | Expandable Upto 2 TB,"Asus Zenfone Max Pro M1 (Grey, 32 GB)",7999,Qualcomm Snapdragon 636 Octa Core Processor,4.3,"36,248 Reviews",Brand Warranty of 1 Year Available for Handset and 6 Months for Accessories
509,4000 mAh Battery,13MP Rear Camera | 8MP Front Camera,14.48 cm (5.7 inch) HD Display,2 GB RAM | 16 GB ROM | Expandable Upto 64 GB,"Micromax Canvas 2 2018 (Jet Black, 16 GB)",7980,MediaTek MT6737 Cortex-A53 64-bit Processor,3.9,12 Reviews,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
510,3000 mAh Battery,16MP Rear Camera | 8MP Front Camera,12.7 cm (5 inch) Display,3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,"Celkon Cliq 2 (Black&Grey, 32 GB)",6789,CORTEX A53 Processor,3.2,3 Reviews,1 Year Warranty
511,4500 mAh Lithium Ion Battery,64MP + 5MP + 8MP | 32MP Front Camera,17.02 cm (6.7 inch) Full HD+ Display,8 GB RAM | 128 GB ROM | Expandable Upto 512 GB,"Samsung Galaxy A70s (Prism Crush Black, 128 GB)",28000,Qualcomm SM6150 Processor,4.3,102 Reviews,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
512,3000 mAh Battery,13MP Rear Camera | 13MP Front Camera,13.97 cm (5.5 inch) HD Display,3 GB RAM | 32 GB ROM | Expandable Upto 2 TB,"Asus Zenfone 4 Selfie (Black, 32 GB)",10999,Octa Core Qualcomm Snapdragon 430 Processor,4.1,"4,139 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
513,3000 mAh Li-ion Battery,13MP Rear Camera | 5MP Front Camera,12.7 cm (5 inch) HD Display,2 GB RAM | 16 GB ROM,"VOTO V11 (Black, 16 GB)",3690,Spreadtrum 9832 Processor,3.5,16 Reviews,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
514,3000 mAh Battery,13MP Rear Camera | 8MP Front Camera,13.21 cm (5.2 inch) HD Display,2 GB RAM | 16 GB ROM | Expandable Upto 128 GB,"Nokia 5 (Copper, 16 GB)",6999,Qualcomm Snapdragon 430 Processor,4,167 Reviews,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
515,4000 mAh Battery,12MP + 5MP | 5MP Front Camera,14.83 cm (5.84 inch) Full HD+ Display,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,"Redmi 6 Pro (Red, 32 GB)",11350,Qualcomm Snapdragon 625 Processor,4.3,796 Reviews,Brand Warranty of 1 Year Available for Mobile and 6 Months for Battery and Accessories
516,4000 mAh Battery,12MP + 5MP | 5MP Front Camera,14.83 cm (5.84 inch) Full HD+ Display,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,"Redmi 6 Pro (Lake Blue, 32 GB)",8190,Qualcomm Snapdragon 625 Processor,4.3,796 Reviews,Brand Warranty of 1 Year Available for Mobile and 6 Months for Battery and Accessories
517,2900 mAh Polymer Battery,13MP Rear Camera | 16MP Front Camera,14.48 cm (5.7 inch) HD Display,3 GB RAM | 32 GB ROM,"Micromax Canvas Infinity (Black, 32 GB)",8299,Snapdragon 425 Quad Core Processor,4.1,"2,097 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
518,4300 mAh Battery,48MP + 2MP + 16MP | 16MP Front Camera,16.64 cm (6.55 inch) Display,8 GB RAM | 128 GB ROM,"OnePlus 8 (Glacial Green, 128 GB)",44999,Qualcomm Snapdragon 865 Processor,4.6,19 Reviews,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories
519,3730 mAh Li-polymer Battery,16MP + 20MP | 25MP Front Camera,16.26 cm (6.4 inch) Full HD Display,8 GB RAM | 256 GB ROM,"OPPO Find X (Glacier Blue, 256 GB)",60990,Snapdragon 845 Octa Core 2.649 GHz Processor,4.6,82 Reviews,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories Including Battery
520,3730 mAh Li-polymer Battery,16MP + 20MP | 25MP Front Camera,16.26 cm (6.4 inch) Full HD Display,8 GB RAM | 256 GB ROM,"OPPO Find X (Bordeaux Red, 256 GB)",60990,Snapdragon 845 Octa Core 2.649 GHz Processor,4.6,82 Reviews,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories Including Battery
521,4000 mAh Battery,48MP + 8MP + 2MP + 2MP | 16MP Front Camera,16.51 cm (6.5 inch) Display,8 GB RAM | 256 GB ROM | Expandable Upto 256 GB,"OPPO Reno2 Z (Luminous Black, 256 GB)",27490,MediaTek Helio P90 SoC Processor,4.5,521 Reviews,Ultra Dark Mode | Ultra Steady Video
522,4000 mAh Li-polymer Battery,48MP + 13MP + 8MP | 20MP Front Camera,16.23 cm (6.39 inch) Full HD+ Display,6 GB RAM | 128 GB ROM,"Redmi K20 (Flame Red, 128 GB)",21999,Qualcomm Snapdragon 730 Processor,4.5,"5,085 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
523,4000 mAh Li-ion Battery,48MP + 8MP + 5MP | 32MP Front Camera,16.26 cm (6.4 inch) Full HD+ Display,4 GB RAM | 128 GB ROM,"Samsung Galaxy A50s (Prism Crush Black, 128 GB)",18570,Exynos 9611 Processor,4.3,779 Reviews,Brand Warranty of 1 Year Available for Mobile and 6 Months for Battery and Accessories
524,3060 mAh Battery,16MP + 5MP | 16MP Front Camera,14.73 cm (5.8 inch) Full HD+ Display,4 GB RAM | 64 GB ROM | Expandable Upto 400 GB,"Nokia 6.1 Plus (Black, 64 GB)",9499,Qualcomm Snapdragon 636 Octacore Processor,4.3,"26,274 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
525,2500 mAh Battery,8MP Rear Camera,13.84 cm (5.45 inch) Display,2 GB RAM | 16 GB ROM,"Karbonn Platinum P9 (Aurora Blue, 16 GB)",3999,1 Year Manufacturer Warranty,3.7,145 Reviews,
526,4500 mAh Lithium Ion Battery,64MP + 5MP + 8MP | 32MP Front Camera,17.02 cm (6.7 inch) Full HD+ Display,6 GB RAM | 128 GB ROM | Expandable Upto 512 GB,"Samsung Galaxy A70s (Prism Crush Red, 128 GB)",26990,Qualcomm SM6150 Processor,4.2,140 Reviews,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
527,3030 mAh Lithium-polymer Battery,13MP + 2MP | 16MP Front Camera,14.48 cm (5.7 inch) HD+ Display,4 GB RAM | 32 GB ROM | Expandable Upto 256 GB,"Gionee S11 Lite (Gold, 32 GB)",10990,Snapdragon 430 Octa-core Processor,4,551 Reviews,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
528,2400 mAh Battery,8MP Rear Camera,13.84 cm (5.45 inch) Full HD Display,2 GB RAM | 32 GB ROM,"ITEL A46 (DARK WATER, 32 GB)",4699,1 Year,4.1,46 Reviews,
529,3000 mAh Battery,13MP Rear Camera | 13MP + 8MP Dual Front Camera,14.48 cm (5.7 inch) Display,3 GB RAM | 32 GB ROM,"Mobiistar X1 Dual (Black, 32 GB)",5554,1 Year on Handset & 6 Months on Accessories,3.7,37 Reviews,
530,3225 mAh Li-ion Battery,16MP Rear Camera | 24MP Front Camera,15.21 cm (5.99 inch) HD Display,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,"Vivo V7+ (Matte Black, 64 GB)",13990,Qualcomm Snapdragon 450 Octa Core 1.8 GHz Processor,4.4,"2,706 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
531,4000 mAh Battery,13MP Rear Camera | 8MP Front Camera,13.84 cm (5.45 inch) HD+ Display,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,"Asus ZenFone Max M1 (Gold, 32 GB)",6499,Qualcomm Snapdragon 430 Processor,4.1,"17,701 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
532,4000 mAh Lithium Ion Battery,13MP + 8MP + 5MP | 8MP Front Camera,16.51 cm (6.5 inch) HD+ Display,3 GB RAM | 32 GB ROM | Expandable Upto 512 GB,"Samsung Galaxy A20s (Black, 32 GB)",12900,Qualcomm SDM450-B01 Processor,4.3,70 Reviews,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
533,3100 mAh Lithium-ion Battery,16MP + 12MP | 10MP Front Camera,14.73 cm (5.8 inch) Full HD+ Display,6 GB RAM | 128 GB ROM | Expandable Upto 512 GB,"Samsung Galaxy S10e (Prism White, 128 GB)",59000,Exynos 9 9820 Processor,4.5,95 Reviews,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
534,3000 mAh Battery,13MP Rear Camera | 5MP Front Camera,13.84 cm (5.45 inch) Full HD Display,3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,"Meizu C9 Pro (Black, 32 GB)",6990,Quad Core Processor,4.1,198 Reviews,1 Year
535,3400 mAh Lithium-ion Battery,16MP + 12MP | 10MP Front Camera,15.49 cm (6.1 inch) Quad HD+ Display,8 GB RAM | 128 GB ROM | Expandable Upto 512 GB,"Samsung Galaxy S10 (Prism Black, 128 GB)",57800,Exynos 9 9820 Processor,4.6,175 Reviews,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
536,4100 mAh Lithium-ion Battery,16MP + 12MP | 10MP + 8MP Dual Front Camera,16.26 cm (6.4 inch) Quad HD+ Display,8 GB RAM | 128 GB ROM | Expandable Upto 512 GB,"Samsung Galaxy S10 Plus (Prism White, 128 GB)",65200,Exynos 9 9820 Processor,4.6,126 Reviews,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
537,2000 mAh Battery,5MP Rear Camera | 2MP Front Camera,12.7 cm (5 inch) HD Display,1 GB RAM | 16 GB ROM | Expandable Upto 32 GB,"Coolpad Mega 5M (Black, 16 GB)",2850,"Quad Core, SC9850K Processor Processor",3.7,71 Reviews,1 Year
538,4000 mAh Li-polymer Battery,48MP + 5MP | 13MP Front Camera,16.0 cm (6.3 inch) Full HD+ Display,6 GB RAM | 64 GB ROM | Expandable Upto 256 GB,"Redmi Note 7 Pro (Neptune Blue, 64 GB)",12999,Qualcomm Snapdragon 675 Processor,4.4,"25,217 Reviews",Splash Proof - Protected by P2i
539,3010 mAh Battery,20MP + 12MP | 20MP Front Camera,15.21 cm (5.99 inch) Full HD+ Display,6 GB RAM | 128 GB ROM,"Mi A2 (Gold, 128 GB)",16899,Qualcomm Snapdragon 660 AIE Processor,4.1,250 Reviews,Brand Warranty of 1 Year Available for Mobile and 6 Months for Battery and Accessories
540,3500 mAh Li-Ion Battery,13MP Rear Camera | 8MP Front Camera,12.7 cm (5 inch) Full HD Display,3 GB RAM | 32 GB ROM,"Lenovo Z2 Plus (Black, 32 GB)",8250,Qualcomm Snapdragon 820 Quad Core 2.15GHz Processor,3.9,972 Reviews,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
541,3700 mAh Li-ion Battery,"48 Million Quad Pixel Sensor (12 Million Effective Pixel) + 8MP + 5MP, AI Triple Rear Camera | 32MP Front Camera",16.23 cm (6.39 inch) Full HD+ Display,6 GB RAM | 128 GB ROM | Expandable Upto 256 GB,"Vivo V15 Pro (Ruby Red, 128 GB)",21099,Qualcomm Snapdragon 675AIE Octa Core 2.0GHz Processor,4.5,"2,800 Reviews",In-display Fingerprint Scanning
542,4000 mAh Li-polymer Battery,48MP + 13MP + 8MP | 20MP Front Camera,16.23 cm (6.39 inch) Full HD+ Display,6 GB RAM | 64 GB ROM,"Redmi K20 (Glacier Blue, 64 GB)",21999,Qualcomm Snapdragon 730 Processor,4.5,"5,085 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
543,3400 mAh Lithium Polymer Battery,13MP + 2MP | 24MP Front Camera,15.77 cm (6.21 inch) Full HD+ Display,6 GB RAM | 64 GB ROM | Expandable Upto 512 GB,"Honor 10 Lite (Sky Blue, 64 GB)",12199,Kirin 710 2.2GHz Octa Core Processor,4.4,"1,323 Reviews","Brand Warranty of 1 Year Available for Mobile, 6 Months for Battery and Charger, 3 Months for Data Cable"
544,4230 mAh Battery,13MP + 2MP | 13MP Front Camera,15.8 cm (6.22 inch) HD+ Display,3 GB RAM | 64 GB ROM | Expandable Upto 256 GB,"Realme 3 (Radiant Blue, 64 GB)",9499,MediaTek Helio P70 Octa Core 2.1 GHz AI Processor,4.4,"43,549 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
545,4500 mAh Lithium-ion Battery,64 MP + 12 MP +12 MP + VGA Depth Camera | 10MP Front Camera,17.02 cm (6.7 inch) Quad HD+ Display,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,"Samsung Galaxy S20+ (Cosmic Black, 128 GB)",77999,Exynos 990 Processor,4.5,50 Reviews,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
